username,sale_date,country,product,quantity,unit_price,total_amount
user_2705,2024-08-25,India,Hardcore Spicy Tenders,134,4.91,657.94
user_3720,2026-12-01,Japan,Hardcore Spicy Tenders,147,12.41,1824.27
user_4911,2024-06-14,France,Soft Chicken Nuggets,708,173.78,123036.24
user_4174,2026-03-03,UK,Grilled Tenders,771,141.82,109343.22
user_3446,2025-11-07,USA,Grilled Tenders,757,28.88,21862.16
user_1455,2026-08-15,France,Grilled Tenders,755,194.81,147081.55
user_3630,2025-05-11,Japan,Soft Chicken Nuggets,215,128.93,27719.95
user_2703,2025-11-15,Germany,Fried Wings,358,148.33,53102.14
user_1133,2024-08-16,USA,Fried Wings,484,124.84,60422.56
user_616,2026-04-28,China,Chicken Nuggets,270,119.32,32216.4
user_34,2024-06-03,France,Too Much Grilled Tenders,493,3.57,1760.01
user_2346,2026-07-21,UK,Hardcore Spicy Tenders,209,158.97,33224.73
user_4142,2024-07-30,India,Hardcore Spicy Tenders,760,99.01,75247.6
user_2240,2024-10-10,Japan,Hardcore Spicy Tenders,551,34.62,19075.62
user_2357,2024-03-22,Germany,Fried Wings,488,102.63,50083.44
user_806,2025-09-12,France,Fried Wings,308,117.37,36149.96
user_3533,2024-07-31,Canada,Chicken Nuggets,822,60.21,49492.62
user_1855,2026-08-16,India,Too Much Grilled Tenders,367,46.27,16981.09
user_817,2026-08-03,Japan,Chicken Nuggets,826,21.83,18031.58
user_3391,2025-07-14,Brazil,Hardcore Spicy Tenders,633,115.12,72870.96
user_2011,2026-07-06,Brazil,Too Much Grilled Tenders,643,21.73,13972.39
user_390,2025-06-04,France,Spicy Strips,280,24.07,6739.6
user_3876,2026-07-08,Canada,Too Much Grilled Tenders,33,163.78,5404.74
user_3212,2024-02-15,Japan,Fried Wings,355,46.37,16461.35
user_1803,2026-04-04,China,Hardcore Spicy Tenders,494,34.61,17097.34
user_134,2026-09-27,Japan,Spicy Strips,491,181.24,88988.84
user_3389,2026-05-23,Japan,Chicken Nuggets,806,131.67,106126.02
user_2999,2024-02-11,UK,Too Much Grilled Tenders,170,64.04,10886.8
user_1317,2024-11-16,USA,Chicken Nuggets,133,47.67,6340.11
user_1469,2026-04-25,India,Fried Wings,466,167.72,78157.52
user_3423,2024-05-16,India,Hardcore Spicy Tenders,399,54.88,21897.12
user_4181,2025-11-30,Germany,Hardcore Spicy Tenders,675,47.45,32028.75
user_844,2026-01-14,Germany,Chicken Nuggets,533,100.67,53657.11
user_2731,2024-11-23,UK,Too Much Grilled Tenders,959,147.02,140992.18
user_3050,2025-05-19,Brazil,Grilled Tenders,667,137.83,91932.61
user_1087,2024-09-21,Canada,Soft Chicken Nuggets,367,81.31,29840.77
user_1907,2025-08-05,India,Spicy Strips,30,117.68,3530.4
user_3195,2025-10-24,Germany,Chicken Nuggets,976,76.78,74937.28
user_4376,2026-03-12,Germany,Soft Chicken Nuggets,517,42.6,22024.2
user_3591,2024-07-15,Brazil,Grilled Tenders,504,150.94,76073.76
user_848,2025-10-25,UK,Grilled Tenders,801,169.32,135625.32
user_2124,2024-04-14,Brazil,Fried Wings,119,19.6,2332.4
user_3864,2024-01-24,China,Spicy Strips,679,86.54,58760.66
user_4544,2024-10-14,Canada,Chicken Nuggets,540,163.47,88273.8
user_1126,2025-01-18,UK,Grilled Tenders,4,5.81,23.24
user_1962,2024-10-16,Brazil,Grilled Tenders,756,40.18,30376.08
user_3274,2024-08-29,Canada,Too Much Grilled Tenders,161,18.1,2914.1
user_727,2024-01-28,China,Chicken Nuggets,48,25.29,1213.92
user_870,2025-12-09,Canada,Grilled Tenders,166,187.38,31105.08
user_1161,2024-09-13,Germany,Grilled Tenders,281,22.88,6429.28
user_4202,2024-04-06,France,Soft Chicken Nuggets,432,152.97,66083.04
user_905,2024-11-20,India,Chicken Nuggets,131,161.6,21169.6
user_3506,2025-05-01,Canada,Spicy Strips,397,90.48,35920.56
user_2741,2025-10-16,China,Soft Chicken Nuggets,450,51.68,23256.0
user_4696,2026-07-08,USA,Fried Wings,673,128.83,86702.59
user_3768,2025-10-26,France,Chicken Nuggets,852,52.86,45036.72
user_3132,2025-10-08,USA,Spicy Strips,934,1.42,1326.28
user_165,2026-12-11,Japan,Chicken Nuggets,127,99.64,12654.28
user_4170,2026-03-24,Brazil,Grilled Tenders,656,45.26,29690.56
user_2131,2025-04-08,India,Soft Chicken Nuggets,696,123.86,86206.56
user_494,2025-05-09,Brazil,Fried Wings,421,99.27,41792.67
user_647,2025-10-30,UK,Grilled Tenders,446,120.33,53667.18
user_213,2026-10-04,France,Grilled Tenders,496,59.6,29561.6
user_2596,2026-06-11,China,Chicken Nuggets,832,81.25,67600.0
user_1062,2024-11-04,France,Hardcore Spicy Tenders,402,137.57,55303.14
user_2259,2026-12-09,Canada,Chicken Nuggets,881,1.01,889.81
user_1943,2025-07-23,USA,Soft Chicken Nuggets,307,140.34,43084.38
user_2732,2024-06-07,Canada,Chicken Nuggets,261,79.96,20869.56
user_2688,2024-07-30,India,Spicy Strips,682,29.8,20323.6
user_586,2025-12-20,Germany,Fried Wings,118,184.21,21736.78
user_1176,2024-10-11,India,Soft Chicken Nuggets,353,57.6,20332.8
user_3096,2024-02-11,Canada,Hardcore Spicy Tenders,243,50.06,12164.58
user_1148,2024-09-26,UK,Too Much Grilled Tenders,337,32.03,10794.11
user_2973,2026-09-08,Germany,Hardcore Spicy Tenders,679,75.87,51515.73
user_4788,2026-01-05,India,Too Much Grilled Tenders,5,138.54,692.7
user_2261,2026-09-15,France,Chicken Nuggets,132,155.29,20498.28
user_285,2026-09-03,India,Grilled Tenders,640,198.0,126720.0
user_3052,2025-07-04,France,Too Much Grilled Tenders,274,94.63,25928.62
user_2671,2026-02-02,Canada,Spicy Strips,904,47.79,43202.16
user_51,2025-10-16,USA,Soft Chicken Nuggets,522,54.68,28542.96
user_2257,2026-08-24,France,Fried Wings,91,90.14,8202.74
user_935,2024-08-07,China,Fried Wings,109,150.23,16375.07
user_3697,2025-07-21,USA,Spicy Strips,974,80.21,78124.54
user_1884,2024-05-05,Canada,Spicy Strips,357,183.89,65648.73
user_529,2024-07-20,China,Soft Chicken Nuggets,855,35.95,30737.25
user_4039,2024-04-15,Canada,Chicken Nuggets,607,148.28,90005.96
user_1490,2026-01-26,Japan,Spicy Strips,968,9.39,9089.52
user_782,2025-12-25,India,Chicken Nuggets,684,149.98,102586.32
user_2732,2026-10-07,Japan,Grilled Tenders,927,83.4,77311.8
user_1782,2024-03-17,Japan,Chicken Nuggets,781,122.39,95586.59
user_4808,2025-08-13,Japan,Spicy Strips,749,195.89,146721.61
user_2480,2026-03-15,Canada,Soft Chicken Nuggets,727,111.18,80827.86
user_3751,2026-09-06,USA,Hardcore Spicy Tenders,84,108.35,9101.4
user_2567,2026-07-31,Canada,Chicken Nuggets,439,16.91,7423.49
user_3061,2025-02-12,China,Chicken Nuggets,329,86.08,28320.32
user_2881,2026-01-31,India,Chicken Nuggets,854,95.91,81907.14
user_2138,2025-05-23,UK,Soft Chicken Nuggets,628,70.97,44569.16
user_3888,2024-09-11,France,Chicken Nuggets,53,35.41,1876.73
user_1667,2025-06-05,Brazil,Chicken Nuggets,16,100.24,1603.84
user_4722,2025-08-20,Japan,Soft Chicken Nuggets,873,147.34,128627.82
user_1701,2025-11-07,Japan,Chicken Nuggets,79,162.8,12861.2
user_4345,2025-05-02,USA,Hardcore Spicy Tenders,908,80.05,72685.4
user_1753,2025-03-11,Japan,Spicy Strips,283,49.33,13960.39
user_3184,2026-11-03,Germany,Soft Chicken Nuggets,969,42.29,40979.01
user_419,2026-11-27,UK,Spicy Strips,43,55.53,2387.79
user_4020,2025-06-13,USA,Too Much Grilled Tenders,51,156.95,8004.45
user_3355,2025-03-17,Japan,Hardcore Spicy Tenders,810,65.08,52714.8
user_1575,2024-04-24,India,Spicy Strips,519,77.87,40414.53
user_4123,2025-12-23,India,Chicken Nuggets,225,59.51,13389.75
user_4723,2024-04-12,USA,Grilled Tenders,273,46.18,12607.14
user_517,2025-10-17,Germany,Fried Wings,535,33.58,17965.3
user_1068,2024-11-13,Germany,Too Much Grilled Tenders,748,158.25,118371.0
user_2993,2024-08-26,China,Fried Wings,659,19.44,12810.96
user_3341,2026-12-24,China,Spicy Strips,733,113.35,83085.55
user_4716,2025-10-07,India,Too Much Grilled Tenders,903,192.79,174089.37
user_422,2024-12-02,Germany,Soft Chicken Nuggets,999,8.37,8361.63
user_3993,2026-09-14,UK,Soft Chicken Nuggets,654,102.1,66773.4
user_3083,2024-04-09,USA,Hardcore Spicy Tenders,299,149.48,44694.52
user_1244,2026-01-08,UK,Soft Chicken Nuggets,946,185.84,175804.64
user_2720,2026-04-16,France,Spicy Strips,407,94.49,38457.43
user_4651,2026-06-24,UK,Too Much Grilled Tenders,802,160.42,128656.84
user_2948,2024-01-09,UK,Too Much Grilled Tenders,556,134.09,74554.04
user_3838,2025-12-31,Japan,Chicken Nuggets,382,137.46,52509.72
user_4675,2024-03-30,Germany,Chicken Nuggets,513,24.62,12630.06
user_3181,2025-09-11,China,Fried Wings,174,181.75,31624.5
user_3724,2025-08-17,UK,Too Much Grilled Tenders,330,1.56,514.8
user_263,2024-09-30,France,Too Much Grilled Tenders,179,193.53,34641.87
user_4152,2026-02-16,China,Spicy Strips,548,11.62,6367.76
user_2028,2024-04-25,Canada,Chicken Nuggets,745,142.38,106073.1
user_970,2024-08-07,France,Hardcore Spicy Tenders,486,151.0,73386.0
user_4811,2024-10-23,Japan,Spicy Strips,653,174.24,113778.72
user_3166,2025-02-03,China,Grilled Tenders,204,98.9,20175.6
user_498,2024-11-18,Canada,Fried Wings,201,75.33,15141.33
user_683,2024-12-03,China,Spicy Strips,24,87.9,2109.6
user_146,2025-01-07,Canada,Fried Wings,264,195.95,51730.8
user_1833,2024-03-18,Brazil,Chicken Nuggets,721,130.62,94177.02
user_4291,2026-05-17,India,Fried Wings,195,6.73,1312.35
user_2743,2025-11-27,China,Fried Wings,456,25.47,11614.32
user_4292,2026-01-24,Canada,Soft Chicken Nuggets,635,93.02,59067.7
user_3804,2025-09-28,India,Grilled Tenders,647,163.03,105480.41
user_2760,2024-08-13,France,Chicken Nuggets,816,166.94,136223.04
user_1317,2025-04-04,Japan,Grilled Tenders,149,27.81,4143.69
user_4576,2025-03-24,Canada,Soft Chicken Nuggets,626,13.4,8388.4
user_3658,2025-11-21,Canada,Chicken Nuggets,168,122.02,20499.36
user_2193,2026-06-15,India,Too Much Grilled Tenders,630,166.25,104737.5
user_365,2025-10-24,Germany,Hardcore Spicy Tenders,961,44.81,43062.41
user_1510,2025-04-21,China,Hardcore Spicy Tenders,541,145.71,78829.11
user_2716,2024-02-24,Brazil,Soft Chicken Nuggets,961,167.59,161053.99
user_1249,2026-10-29,India,Fried Wings,320,147.58,47225.6
user_2979,2024-02-17,USA,Fried Wings,290,35.4,10266.0
user_1112,2025-07-04,Brazil,Fried Wings,736,99.07,72915.52
user_4728,2024-01-09,Japan,Fried Wings,922,2.43,2240.46
user_683,2024-12-26,Germany,Grilled Tenders,197,181.05,35666.85
user_2781,2024-07-31,China,Soft Chicken Nuggets,527,159.2,83898.4
user_3024,2025-10-30,Japan,Hardcore Spicy Tenders,382,137.09,52368.38
user_2674,2026-09-29,Brazil,Chicken Nuggets,765,112.67,86192.55
user_1606,2026-01-30,India,Fried Wings,800,198.47,158776.0
user_3694,2026-02-06,Japan,Spicy Strips,524,39.41,20650.84
user_4163,2024-11-28,Germany,Fried Wings,479,144.4,69167.6
user_1664,2025-09-22,UK,Chicken Nuggets,768,190.5,146304.0
user_1441,2024-08-07,Brazil,Grilled Tenders,923,20.08,18533.84
user_2546,2026-12-18,Canada,Fried Wings,967,144.72,139944.24
user_4644,2026-12-09,USA,Too Much Grilled Tenders,689,176.44,121567.16
user_367,2024-05-02,China,Too Much Grilled Tenders,909,139.47,126778.23
user_1148,2024-06-25,USA,Hardcore Spicy Tenders,477,165.83,79100.91
user_2319,2024-05-03,UK,Spicy Strips,547,115.54,63200.38
user_1271,2025-08-18,Japan,Soft Chicken Nuggets,742,59.34,44030.28
user_4823,2024-12-15,Canada,Too Much Grilled Tenders,41,26.39,1081.99
user_3423,2024-06-01,Japan,Spicy Strips,748,164.76,123240.48
user_4570,2026-09-23,UK,Grilled Tenders,181,143.69,26007.89
user_1395,2026-09-07,India,Chicken Nuggets,14,4.97,69.58
user_1164,2025-01-07,Germany,Spicy Strips,693,67.26,46611.18
user_4115,2026-06-03,France,Too Much Grilled Tenders,170,76.38,12984.6
user_4866,2024-09-26,Japan,Spicy Strips,509,31.84,16206.56
user_2321,2025-12-09,Canada,Too Much Grilled Tenders,168,116.84,19629.12
user_130,2026-09-15,China,Chicken Nuggets,834,127.72,106518.48
user_3383,2024-04-08,Brazil,Chicken Nuggets,213,183.04,38987.52
user_1414,2024-03-20,France,Soft Chicken Nuggets,512,174.29,89236.48
user_3285,2025-06-17,China,Spicy Strips,838,144.4,121007.2
user_1874,2026-07-03,China,Grilled Tenders,838,126.48,105990.24
user_202,2026-07-08,USA,Hardcore Spicy Tenders,812,183.01,148604.12
user_292,2026-01-11,Brazil,Grilled Tenders,982,154.73,151944.86
user_3553,2025-09-02,Canada,Fried Wings,886,181.94,161198.84
user_3147,2024-11-19,France,Grilled Tenders,583,116.25,67773.75
user_2255,2024-06-29,Canada,Chicken Nuggets,948,30.13,28563.24
user_641,2026-12-17,Japan,Soft Chicken Nuggets,566,139.47,78940.02
user_4490,2024-01-27,Germany,Hardcore Spicy Tenders,540,168.93,91222.2
user_2871,2024-09-02,India,Fried Wings,430,104.17,44793.1
user_2415,2026-06-06,France,Too Much Grilled Tenders,245,64.32,15758.4
user_4582,2024-10-17,Brazil,Soft Chicken Nuggets,931,73.8,68707.8
user_2066,2025-10-21,Brazil,Chicken Nuggets,989,159.66,157903.74
user_2519,2024-01-27,UK,Hardcore Spicy Tenders,566,93.89,53141.74
user_1005,2026-08-22,USA,Too Much Grilled Tenders,746,144.59,107864.14
user_1304,2024-10-09,Brazil,Hardcore Spicy Tenders,269,181.43,48804.67
user_1702,2024-05-20,India,Grilled Tenders,296,187.29,55437.84
user_4562,2025-03-02,China,Too Much Grilled Tenders,451,16.84,7594.84
user_3804,2026-04-28,India,Chicken Nuggets,739,11.12,8217.68
user_2086,2026-01-27,India,Hardcore Spicy Tenders,951,157.75,150020.25
user_3880,2026-04-04,China,Soft Chicken Nuggets,346,163.19,56463.74
user_4878,2024-09-23,Japan,Spicy Strips,833,168.68,140510.44
user_3976,2024-02-25,France,Grilled Tenders,955,113.89,108764.95
user_208,2026-09-05,USA,Soft Chicken Nuggets,529,64.29,34009.41
user_2359,2025-05-21,France,Soft Chicken Nuggets,682,76.4,52104.8
user_901,2024-03-14,UK,Spicy Strips,854,91.35,78012.9
user_3867,2025-07-01,Canada,Soft Chicken Nuggets,155,73.69,11421.95
user_3426,2024-06-12,Germany,Fried Wings,17,6.89,117.13
user_4062,2025-03-15,UK,Spicy Strips,845,59.91,50623.95
user_2259,2025-08-28,Brazil,Hardcore Spicy Tenders,213,87.13,18558.69
user_3129,2025-03-03,USA,Spicy Strips,553,7.22,3992.66
user_129,2026-09-05,China,Soft Chicken Nuggets,933,45.66,42600.78
user_52,2024-08-09,India,Too Much Grilled Tenders,549,89.49,49130.01
user_1577,2025-10-06,USA,Fried Wings,336,190.44,63987.84
user_130,2024-03-22,UK,Hardcore Spicy Tenders,319,166.04,52966.76
user_297,2025-10-26,France,Soft Chicken Nuggets,144,176.42,25404.48
user_1812,2026-06-07,Brazil,Chicken Nuggets,163,10.22,1665.86
user_2910,2025-03-08,UK,Fried Wings,327,23.35,7635.45
user_103,2024-03-12,UK,Chicken Nuggets,224,168.42,37726.08
user_1796,2024-12-22,India,Too Much Grilled Tenders,181,2.47,447.07
user_1555,2024-10-14,China,Soft Chicken Nuggets,687,90.39,62097.93
user_2858,2025-09-07,Brazil,Spicy Strips,113,27.32,3087.16
user_4972,2025-04-28,India,Soft Chicken Nuggets,179,39.82,7127.78
user_171,2024-06-25,Canada,Too Much Grilled Tenders,476,188.12,89545.12
user_708,2024-07-31,UK,Spicy Strips,997,136.09,135681.73
user_798,2025-05-02,India,Too Much Grilled Tenders,624,50.59,31568.16
user_2213,2026-09-19,China,Grilled Tenders,108,64.93,7012.44
user_1704,2025-09-27,Brazil,Chicken Nuggets,345,12.66,4367.7
user_4088,2024-11-13,France,Chicken Nuggets,59,175.02,10326.18
user_2487,2024-04-23,France,Spicy Strips,589,175.39,103304.71
user_2750,2025-05-12,Germany,Grilled Tenders,619,40.89,25310.91
user_3380,2024-08-30,India,Hardcore Spicy Tenders,8,77.38,619.04
user_2757,2025-03-17,Germany,Fried Wings,639,198.66,126943.74
user_3420,2025-05-17,Canada,Hardcore Spicy Tenders,88,89.95,7915.6
user_4509,2025-07-27,USA,Too Much Grilled Tenders,507,116.76,59197.32
user_2513,2024-02-24,Germany,Hardcore Spicy Tenders,866,124.61,107912.26
user_1185,2026-01-27,France,Too Much Grilled Tenders,705,112.52,79326.6
user_792,2025-06-28,France,Hardcore Spicy Tenders,897,96.47,86533.59
user_2592,2025-02-17,France,Hardcore Spicy Tenders,36,46.36,1668.96
user_4450,2024-04-29,Brazil,Grilled Tenders,586,71.52,41910.72
user_2577,2026-12-09,Germany,Hardcore Spicy Tenders,971,24.45,23740.95
user_555,2025-08-11,France,Spicy Strips,935,147.96,138342.6
